t,neuron_id,threshold
4,98,0.215650
4,99,0.433844
5,0,0.770115
5,1,0.328473
5,2,0.450570
5,3,0.185740
5,4,0.467105
5,5,0.356994
5,6,0.998576
5,7,0.277425
5,8,0.303391
5,9,0.162622
5,10,0.719769
5,11,0.580577
5,12,0.020538
5,13,0.393325
5,14,0.897888
5,15,0.272443
5,16,0.419920
5,17,0.779024
5,18,0.027340
5,19,0.520862
5,20,0.862058
5,21,0.628034
5,22,0.249924
5,23,0.137945
5,24,0.207527
5,25,0.025621
5,26,0.615965
5,27,0.784441
5,28,0.496989
5,29,0.926334
5,30,0.469177
5,31,0.895633
5,32,0.534176
5,33,0.835375
5,34,0.984969
5,35,0.450065
5,36,0.587655
5,37,0.396316
5,38,0.153473
5,39,0.162516
5,40,0.586067
5,41,0.143896
5,42,0.416580
5,43,0.424656
5,44,0.561450
5,45,0.724850
5,46,0.187297
5,47,0.368713
5,48,0.048120
5,49,0.252859
5,50,0.503792
5,51,0.662977
5,52,0.358448
5,53,0.840129
5,54,0.245963
5,55,0.783479
5,56,0.478297
5,57,0.946381
5,58,0.972174
5,59,0.052664
5,60,0.114185
5,61,0.625914
5,62,0.483485
5,63,0.221074
5,64,0.674055
5,65,0.827397
5,66,0.131165
5,67,0.173015
5,68,0.349261
5,69,0.813377
5,70,0.727878
5,71,0.678832
5,72,0.810135
5,73,0.538366
5,74,0.288182
5,75,0.621034
5,76,0.261770
5,77,0.397688
5,78,0.397501
5,79,0.309329
5,80,0.386030
5,81,0.131397
5,82,0.208406
5,83,0.975505
5,84,0.272823
5,85,0.346322
5,86,0.979483
5,87,0.650600
5,88,0.306057
5,89,0.918025
5,90,0.539170
5,91,0.283675
5,92,0.777455
5,93,0.503995
5,94,0.684369
5,95,0.992632
5,96,0.256181
5,97,0.606182
5,98,0.215650
5,99,0.433844
6,0,0.770115
6,1,0.328473
6,2,0.450570
6,3,0.185740
6,4,0.467105
6,5,0.356994
6,6,0.998576
6,7,0.277425
6,8,0.303391
6,9,0.162622
6,10,0.719769
6,11,0.580577
6,12,0.020538
6,13,0.393325
6,14,0.897888
6,15,0.272443
6,16,0.419920
6,17,0.779024
6,18,0.027340
6,19,0.520862
6,20,0.862058
6,21,0.628034
6,22,0.249924
6,23,0.137945
6,24,0.207527
6,25,0.025621
6,26,0.615965
6,27,0.784441
6,28,0.496989
6,29,0.926334
6,30,0.469177
6,31,0.895633
6,32,0.534176
6,33,0.835375
6,34,0.984969
6,35,0.450065
6,36,0.587655
6,37,0.396316
6,38,0.153473
6,39,0.162516
6,40,0.586067
6,41,0.143896
6,42,0.416580
6,43,0.424656
6,44,0.561450
6,45,0.724850
6,46,0.187297
6,47,0.368713
6,48,0.048120
6,49,0.252859
6,50,0.503792
6,51,0.662977
6,52,0.358448
6,53,0.840129
6,54,0.245963
6,55,0.783479
6,56,0.478297
6,57,0.946381
6,58,0.972174
6,59,0.052664
6,60,0.114185
6,61,0.625914
6,62,0.483485
6,63,0.221074
6,64,0.674055
6,65,0.827397
6,66,0.131165
6,67,0.173015
6,68,0.349261
6,69,0.813377
6,70,0.727878
6,71,0.678832
6,72,0.810135
6,73,0.538366
6,74,0.288182
6,75,0.621034
6,76,0.261770
6,77,0.397688
6,78,0.397501
6,79,0.309329
6,80,0.386030
6,81,0.131397
6,82,0.208406
6,83,0.975505
6,84,0.272823
6,85,0.346322
6,86,0.979483
6,87,0.650600
6,88,0.306057
6,89,0.918025
6,90,0.539170
6,91,0.283675
6,92,0.777455
6,93,0.503995
6,94,0.684369
6,95,0.992632
6,96,0.256181
6,97,0.606182
6,98,0.215650
6,99,0.433844
7,0,0.770115
7,1,0.328473
7,2,0.450570
7,3,0.185740
7,4,0.467105
7,5,0.356994
7,6,0.998576
7,7,0.277425
7,8,0.303391
7,9,0.162622
7,10,0.719769
7,11,0.580577
7,12,0.020538
7,13,0.393325
7,14,0.897888
7,15,0.272443
7,16,0.419920
7,17,0.779024
7,18,0.027340
7,19,0.520862
7,20,0.862058
7,21,0.628034
7,22,0.249924
7,23,0.137945
7,24,0.207527
7,25,0.025621
7,26,0.615965
7,27,0.784441
7,28,0.496989
7,29,0.926334
7,30,0.469177
7,31,0.895633
7,32,0.534176
7,33,0.835375
7,34,0.984969
7,35,0.450065
7,36,0.587655
7,37,0.396316
7,38,0.153473
7,39,0.162516
7,40,0.586067
7,41,0.143896
7,42,0.416580
7,43,0.424656
7,44,0.561450
7,45,0.724850
7,46,0.187297
7,47,0.368713
7,48,0.048120
7,49,0.252859
7,50,0.503792
7,51,0.662977
7,52,0.358448
7,53,0.840129
7,54,0.245963
7,55,0.783479
7,56,0.478297
7,57,0.946381
7,58,0.972174
7,59,0.052664
7,60,0.114185
7,61,0.625914
7,62,0.483485
7,63,0.221074
7,64,0.674055
7,65,0.827397
7,66,0.131165
7,67,0.173015
7,68,0.349261
7,69,0.813377
7,70,0.727878
7,71,0.678832
7,72,0.810135
7,73,0.538366
7,74,0.288182
7,75,0.621034
7,76,0.261770
7,77,0.397688
7,78,0.397501
7,79,0.309329
7,80,0.386030
7,81,0.131397
7,82,0.208406
7,83,0.975505
7,84,0.272823
7,85,0.346322
7,86,0.979483
7,87,0.650600
7,88,0.306057
7,89,0.918025
7,90,0.539170
7,91,0.283675
7,92,0.777455
7,93,0.503995
7,94,0.684369
7,95,0.992632
7,96,0.256181
7,97,0.606182
7,98,0.215650
7,99,0.433844
8,0,0.770115
8,1,0.328473
8,2,0.450570
8,3,0.185740
8,4,0.467105
8,5,0.356994
8,6,0.998576
8,7,0.277425
8,8,0.303391
8,9,0.162622
8,10,0.719769
8,11,0.580577
8,12,0.020538
8,13,0.393325
8,14,0.897888
8,15,0.272443
8,16,0.419920
8,17,0.779024
8,18,0.027340
8,19,0.520862
8,20,0.862058
8,21,0.628034
8,22,0.249924
8,23,0.137945
8,24,0.207527
8,25,0.025621
8,26,0.615965
8,27,0.784441
8,28,0.496989
8,29,0.926334
8,30,0.469177
8,31,0.895633
8,32,0.534176
8,33,0.835375
8,34,0.984969
8,35,0.450065
8,36,0.587655
8,37,0.396316
8,38,0.153473
8,39,0.162516
8,40,0.586067
8,41,0.143896
8,42,0.416580
8,43,0.424656
8,44,0.561450
8,45,0.724850
8,46,0.187297
8,47,0.368713
8,48,0.048120
8,49,0.252859
8,50,0.503792
8,51,0.662977
8,52,0.358448
8,53,0.840129
8,54,0.245963
8,55,0.783479
8,56,0.478297
8,57,0.946381
8,58,0.972174
8,59,0.052664
8,60,0.114185
8,61,0.625914
8,62,0.483485
8,63,0.221074
8,64,0.674055
8,65,0.827397
8,66,0.131165
8,67,0.173015
8,68,0.349261
8,69,0.813377
8,70,0.727878
8,71,0.678832
8,72,0.810135
8,73,0.538366
8,74,0.288182
8,75,0.621034
8,76,0.261770
8,77,0.397688
8,78,0.397501
8,79,0.309329
8,80,0.386030
8,81,0.131397
8,82,0.208406
8,83,0.975505
8,84,0.272823
8,85,0.346322
8,86,0.979483
8,87,0.650600
8,88,0.306057
8,89,0.918025
8,90,0.539170
8,91,0.283675
8,92,0.777455
8,93,0.503995
8,94,0.684369
8,95,0.992632
8,96,0.256181
8,97,0.606182
8,98,0.215650
8,99,0.433844
9,0,0.770115
9,1,0.328473
9,2,0.450570
9,3,0.185740
9,4,0.467105
9,5,0.356994
9,6,0.998576
9,7,0.277425
9,8,0.303391
9,9,0.162622
9,10,0.719769
9,11,0.580577
9,12,0.020538
9,13,0.393325
9,14,0.897888
9,15,0.272443
9,16,0.419920
9,17,0.779024
9,18,0.027340
9,19,0.520862
9,20,0.862058
9,21,0.628034
9,22,0.249924
9,23,0.137945
9,24,0.207527
9,25,0.025621
9,26,0.615965
9,27,0.784441
9,28,0.496989
9,29,0.926334
9,30,0.469177
9,31,0.895633
9,32,0.534176
9,33,0.835375
9,34,0.984969
9,35,0.450065
9,36,0.587655
9,37,0.396316
9,38,0.153473
9,39,0.162516
9,40,0.586067
9,41,0.143896
9,42,0.416580
9,43,0.424656
9,44,0.561450
9,45,0.724850
9,46,0.187297
9,47,0.368713
9,48,0.048120
9,49,0.252859
9,50,0.503792
9,51,0.662977
9,52,0.358448
9,53,0.840129
9,54,0.245963
9,55,0.783479
9,56,0.478297
9,57,0.946381
9,58,0.972174
9,59,0.052664
9,60,0.114185
9,61,0.625914
9,62,0.483485
9,63,0.221074
9,64,0.674055
9,65,0.827397
9,66,0.131165
9,67,0.173015
9,68,0.349261
9,69,0.813377
9,70,0.727878
9,71,0.678832
9,72,0.810135
9,73,0.538366
9,74,0.288182
9,75,0.621034
9,76,0.261770
9,77,0.397688
9,78,0.397501
9,79,0.309329
9,80,0.386030
9,81,0.131397
9,82,0.208406
9,83,0.975505
9,84,0.272823
9,85,0.346322
9,86,0.979483
9,87,0.650600
9,88,0.306057
9,89,0.918025
9,90,0.539170
9,91,0.283675
9,92,0.777455
9,93,0.503995
9,94,0.684369
9,95,0.992632
9,96,0.256181
9,97,0.606182
9,98,0.215650
9,99,0.433844
10,0,0.770115
10,1,0.328473
10,2,0.450570
10,3,0.185740
10,4,0.467105
10,5,0.356994
10,6,0.998576
10,7,0.277425
10,8,0.303391
10,9,0.162622
10,10,0.719769
10,11,0.580577
10,12,0.020538
10,13,0.393325
10,14,0.897888
10,15,0.272443
10,16,0.419920
10,17,0.779024
10,18,0.027340
10,19,0.520862
10,20,0.862058
10,21,0.628034
10,22,0.249924
10,23,0.137945
10,24,0.207527
10,25,0.025621
10,26,0.615965
10,27,0.784441
10,28,0.496989
10,29,0.926334
10,30,0.469177
10,31,0.895633
10,32,0.534176
10,33,0.835375
10,34,0.984969
10,35,0.450065
10,36,0.587655
10,37,0.396316
10,38,0.153473
10,39,0.162516
10,40,0.586067
10,41,0.143896
10,42,0.416580
10,43,0.424656
10,44,0.561450
10,45,0.724850
10,46,0.187297
10,47,0.368713
10,48,0.048120
10,49,0.252859
10,50,0.503792
10,51,0.662977
10,52,0.358448
10,53,0.840129
10,54,0.245963
10,55,0.783479
10,56,0.478297
10,57,0.946381
10,58,0.972174
10,59,0.052664
10,60,0.114185
10,61,0.625914
10,62,0.483485
10,63,0.221074
10,64,0.674055
10,65,0.827397
10,66,0.131165
10,67,0.173015
10,68,0.349261
10,69,0.813377
10,70,0.727878
10,71,0.678832
10,72,0.810135
10,73,0.538366
10,74,0.288182
10,75,0.621034
10,76,0.261770
10,77,0.397688
10,78,0.397501
10,79,0.309329
10,80,0.386030
10,81,0.131397
10,82,0.208406
10,83,0.975505
10,84,0.272823
10,85,0.346322
10,86,0.979483
10,87,0.650600
10,88,0.306057
10,89,0.918025
10,90,0.539170
10,91,0.283675
10,92,0.777455
10,93,0.503995
10,94,0.684369
10,95,0.992632
10,96,0.256181
10,97,0.606182
10,98,0.215650
10,99,0.433844
11,0,0.770115
11,1,0.328473
11,2,0.450570
11,3,0.185740
11,4,0.467105
11,5,0.356994
11,6,0.998576
11,7,0.277425
11,8,0.303391
11,9,0.162622
11,10,0.719769
11,11,0.580577
11,12,0.020538
11,13,0.393325
11,14,0.897888
11,15,0.272443
11,16,0.419920
11,17,0.779024
11,18,0.027340
11,19,0.520862
11,20,0.862058
11,21,0.628034
11,22,0.249924
11,23,0.137945
11,24,0.207527
11,25,0.025621
11,26,0.615965
11,27,0.784441
11,28,0.496989
11,29,0.926334
11,30,0.469177
11,31,0.895633
11,32,0.534176
11,33,0.835375
11,34,0.984969
11,35,0.450065
11,36,0.587655
11,37,0.396316
11,38,0.153473
11,39,0.162516
11,40,0.586067
11,41,0.143896
11,42,0.416580
11,43,0.424656
11,44,0.561450
11,45,0.724850
11,46,0.187297
11,47,0.368713
11,48,0.048120
11,49,0.252859
11,50,0.503792
11,51,0.662977
11,52,0.358448
11,53,0.840129
11,54,0.245963
11,55,0.783479
11,56,0.478297
11,57,0.946381
11,58,0.972174
11,59,0.052664
11,60,0.114185
11,61,0.625914
11,62,0.483485
11,63,0.221074
11,64,0.674055
11,65,0.827397
11,66,0.131165
11,67,0.173015
11,68,0.349261
11,69,0.813377
11,70,0.727878
11,71,0.678832
11,72,0.810135
11,73,0.538366
11,74,0.288182
11,75,0.621034
11,76,0.261770
11,77,0.397688
11,78,0.397501
11,79,0.309329
11,80,0.386030
11,81,0.131397
11,82,0.208406
11,83,0.975505
11,84,0.272823
11,85,0.346322
11,86,0.979483
11,87,0.650600
11,88,0.306057
11,89,0.918025
11,90,0.539170
11,91,0.283675
11,92,0.777455
11,93,0.503995
11,94,0.684369
11,95,0.992632
11,96,0.256181
11,97,0.606182
11,98,0.215650
11,99,0.433844
12,0,0.770115
12,1,0.328473
12,2,0.450570
12,3,0.185740
12,4,0.467105
12,5,0.356994
12,6,0.998576
12,7,0.277425
12,8,0.303391
12,9,0.162622
12,10,0.719769
12,11,0.580577
12,12,0.020538
12,13,0.393325
12,14,0.897888
12,15,0.272443
12,16,0.419920
12,17,0.779024
12,18,0.027340
12,19,0.520862
12,20,0.862058
12,21,0.628034
12,22,0.249924
12,23,0.137945
12,24,0.207527
12,25,0.025621
12,26,0.615965
12,27,0.784441
12,28,0.496989
12,29,0.926334
12,30,0.469177
12,31,0.895633
12,32,0.534176
12,33,0.835375
12,34,0.984969
12,35,0.450065
12,36,0.587655
12,37,0.396316
12,38,0.153473
12,39,0.162516
12,40,0.586067
12,41,0.143896
12,42,0.416580
12,43,0.424656
12,44,0.561450
12,45,0.724850
12,46,0.187297
12,47,0.368713
12,48,0.048120
12,49,0.252859
12,50,0.503792
12,51,0.662977
12,52,0.358448
12,53,0.840129
12,54,0.245963
12,55,0.783479
12,56,0.478297
12,57,0.946381
12,58,0.972174
12,59,0.052664
12,60,0.114185
12,61,0.625914
12,62,0.483485
12,63,0.221074
12,64,0.674055
12,65,0.827397
12,66,0.131165
12,67,0.173015
12,68,0.349261
12,69,0.813377
12,70,0.727878
12,71,0.678832
12,72,0.810135
12,73,0.538366
12,74,0.288182
12,75,0.621034
12,76,0.261770
12,77,0.397688
12,78,0.397501
12,79,0.309329
12,80,0.386030
12,81,0.131397
12,82,0.208406
12,83,0.975505
12,84,0.272823
12,85,0.346322
12,86,0.979483
12,87,0.650600
12,88,0.306057
12,89,0.918025
12,90,0.539170
12,91,0.283675
12,92,0.777455
12,93,0.503995
12,94,0.684369
12,95,0.992632
12,96,0.256181
12,97,0.606182
12,98,0.215650
12,99,0.433844
13,0,0.770115
13,1,0.328473
13,2,0.450570
13,3,0.185740
13,4,0.467105
13,5,0.356994
13,6,0.998576
13,7,0.277425
13,8,0.303391
13,9,0.162622
13,10,0.719769
13,11,0.580577
13,12,0.020538
13,13,0.393325
13,14,0.897888
13,15,0.272443
13,16,0.419920
13,17,0.779024
13,18,0.027340
13,19,0.520862
13,20,0.862058
13,21,0.628034
13,22,0.249924
13,23,0.137945
13,24,0.207527
13,25,0.025621
13,26,0.615965
13,27,0.784441
13,28,0.496989
13,29,0.926334
13,30,0.469177
13,31,0.895633
13,32,0.534176
13,33,0.835375
13,34,0.984969
13,35,0.450065
13,36,0.587655
13,37,0.396316
13,38,0.153473
13,39,0.162516
13,40,0.586067
13,41,0.143896
13,42,0.416580
13,43,0.424656
13,44,0.561450
13,45,0.724850
13,46,0.187297
13,47,0.368713
13,48,0.048120
13,49,0.252859
13,50,0.503792
13,51,0.662977
13,52,0.358448
13,53,0.840129
13,54,0.245963
13,55,0.783479
13,56,0.478297
13,57,0.946381
13,58,0.972174
13,59,0.052664
13,60,0.114185
13,61,0.625914
13,62,0.483485
13,63,0.221074
13,64,0.674055
13,65,0.827397
13,66,0.131165
13,67,0.173015
13,68,0.349261
13,69,0.813377
13,70,0.727878
13,71,0.678832
13,72,0.810135
13,73,0.538366
13,74,0.288182
13,75,0.621034
13,76,0.261770
13,77,0.397688
13,78,0.397501
13,79,0.309329
13,80,0.386030
13,81,0.131397
13,82,0.208406
13,83,0.975505
13,84,0.272823
13,85,0.346322
13,86,0.979483
13,87,0.650600
13,88,0.306057
13,89,0.918025
13,90,0.539170
13,91,0.283675
13,92,0.777455
13,93,0.503995
13,94,0.684369
13,95,0.992632
13,96,0.256181
13,97,0.606182
13,98,0.215650
13,99,0.433844
14,0,0.770115
14,1,0.328473
14,2,0.450570
14,3,0.185740
14,4,0.467105
14,5,0.356994
14,6,0.998576
14,7,0.277425
14,8,0.303391
14,9,0.162622
14,10,0.719769
14,11,0.580577
14,12,0.020538
14,13,0.393325
14,14,0.897888
14,15,0.272443
14,16,0.419920
14,17,0.779024
14,18,0.027340
14,19,0.520862
14,20,0.862058
14,21,0.628034
14,22,0.249924
14,23,0.137945
14,24,0.207527
14,25,0.025621
14,26,0.615965
14,27,0.784441
14,28,0.496989
14,29,0.926334
14,30,0.469177
14,31,0.895633
14,32,0.534176
14,33,0.835375
14,34,0.984969
14,35,0.450065
14,36,0.587655
14,37,0.396316
14,38,0.153473
14,39,0.162516
14,40,0.586067
14,41,0.143896
14,42,0.416580
14,43,0.424656
14,44,0.561450
14,45,0.724850
14,46,0.187297
14,47,0.368713
14,48,0.048120
14,49,0.252859
14,50,0.503792
14,51,0.662977
14,52,0.358448
14,53,0.840129
14,54,0.245963
14,55,0.783479
14,56,0.478297
14,57,0.946381
14,58,0.972174
14,59,0.052664
14,60,0.114185
14,61,0.625914
14,62,0.483485
14,63,0.221074
14,64,0.674055
14,65,0.827397
14,66,0.131165
14,67,0.173015
14,68,0.349261
14,69,0.813377
14,70,0.727878
14,71,0.678832
14,72,0.810135
14,73,0.538366
14,74,0.288182
14,75,0.621034
14,76,0.261770
14,77,0.397688
14,78,0.397501
14,79,0.309329
14,80,0.386030
14,81,0.131397
14,82,0.208406
14,83,0.975505
14,84,0.272823
14,85,0.346322
14,86,0.979483
14,87,0.650600
14,88,0.306057
14,89,0.918025
14,90,0.539170
14,91,0.283675
14,92,0.777455
14,93,0.503995
14,94,0.684369
14,95,0.992632
14,96,0.256181
14,97,0.606182
14,98,0.215650
14,99,0.433844
15,0,0.770115
15,1,0.328473
15,2,0.450570
15,3,0.185740
15,4,0.467105
15,5,0.356994
15,6,0.998576
15,7,0.277425
15,8,0.303391
15,9,0.162622
15,10,0.719769
15,11,0.580577
15,12,0.020538
15,13,0.393325
15,14,0.897888
15,15,0.272443
15,16,0.419920
15,17,0.779024
15,18,0.027340
15,19,0.520862
15,20,0.862058
15,21,0.628034
15,22,0.249924
15,23,0.137945
15,24,0.207527
15,25,0.025621
15,26,0.615965
15,27,0.784441
15,28,0.496989
15,29,0.926334
15,30,0.469177
15,31,0.895633
15,32,0.534176
15,33,0.835375
15,34,0.984969
15,35,0.450065
15,36,0.587655
15,37,0.396316
15,38,0.153473
15,39,0.162516
15,40,0.586067
15,41,0.143896
15,42,0.416580
15,43,0.424656
15,44,0.561450
15,45,0.724850
15,46,0.187297
15,47,0.368713
15,48,0.048120
15,49,0.252859
15,50,0.503792
15,51,0.662977
15,52,0.358448
15,53,0.840129
15,54,0.245963
15,55,0.783479
15,56,0.478297
15,57,0.946381
15,58,0.972174
15,59,0.052664
15,60,0.114185
15,61,0.625914
15,62,0.483485
15,63,0.221074
15,64,0.674055
15,65,0.827397
15,66,0.131165
15,67,0.173015
15,68,0.349261
15,69,0.813377
15,70,0.727878
15,71,0.678832
15,72,0.810135
15,73,0.538366
15,74,0.288182
15,75,0.621034
15,76,0.261770
15,77,0.397688
15,78,0.397501
15,79,0.309329
15,80,0.386030
15,81,0.131397
15,82,0.208406
15,83,0.975505
15,84,0.272823
15,85,0.346322
15,86,0.979483
15,87,0.650600
15,88,0.306057
15,89,0.918025
15,90,0.539170
15,91,0.283675
15,92,0.777455
15,93,0.503995
15,94,0.684369
15,95,0.992632
15,96,0.256181
15,97,0.606182
15,98,0.215650
15,99,0.433844
16,0,0.770115
16,1,0.328473
16,2,0.450570
16,3,0.185740
16,4,0.467105
16,5,0.356994
16,6,0.998576
16,7,0.277425
16,8,0.303391
16,9,0.162622
16,10,0.719769
16,11,0.580577
16,12,0.020538
16,13,0.393325
16,14,0.897888
16,15,0.272443
16,16,0.419920
16,17,0.779024
16,18,0.027340
16,19,0.520862
16,20,0.862058
16,21,0.628034
16,22,0.249924
16,23,0.137945
16,24,0.207527
16,25,0.025621
16,26,0.615965
16,27,0.784441
16,28,0.496989
16,29,0.926334
16,30,0.469177
16,31,0.895633
16,32,0.534176
16,33,0.835375
16,34,0.984969
16,35,0.450065
16,36,0.587655
16,37,0.396316
16,38,0.153473
16,39,0.162516
16,40,0.586067
16,41,0.143896
16,42,0.416580
16,43,0.424656
16,44,0.561450
16,45,0.724850
16,46,0.187297
16,47,0.368713
16,48,0.048120
16,49,0.252859
16,50,0.503792
16,51,0.662977
